StacksLocus	SymbioLocus	PercentIdent	Length	Mismatch	GapOpen	QStart	QEnd	Sstart	SEnd	Evalue	BitScore
CLocus_26429_Sample_59_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_59_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_59_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_59_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_60_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_60_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_60_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_60_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_61_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_61_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_61_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_61_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_63_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_63_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_63_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_63_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_64_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_64_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_64_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_64_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_65_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_65_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_65_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_65_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_66_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_66_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_66_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_66_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_67_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_67_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_67_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_67_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_68_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_68_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_68_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_68_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_69_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_69_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_69_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_69_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_70_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_70_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_70_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_70_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_71_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_71_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_71_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_71_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_73_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_73_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_73_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_73_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_75_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_75_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_75_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_75_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_77_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_77_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_77_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_77_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_78_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_78_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_78_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_78_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_79_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_79_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_79_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_79_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_81_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_81_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_81_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_81_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_82_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_82_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_82_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_82_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_83_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_83_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_83_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_83_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_84_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_84_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_84_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_84_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_85_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_85_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_85_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_85_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_86_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_86_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_86_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_86_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_87_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_87_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_87_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_87_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_88_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_88_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_88_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_88_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_89_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_89_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_89_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_89_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_90_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_90_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_90_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_90_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_91_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_91_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_91_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_91_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_92_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_92_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_92_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_92_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_93_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_93_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_93_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_93_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_44756_Sample_10_Locus_44756_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_10_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_10_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_10_Locus_44756_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_10_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_10_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_9_Locus_44756_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_9_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_9_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_9_Locus_44756_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_9_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_9_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_1_Locus_44756_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_1_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_1_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_1_Locus_44756_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_1_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_1_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_2_Locus_44756_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_2_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_2_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_2_Locus_44756_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_2_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_2_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_3_Locus_44756_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_3_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_3_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_3_Locus_44756_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_3_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_3_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_4_Locus_44756_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_4_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_4_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_4_Locus_44756_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_4_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_4_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_5_Locus_44756_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_5_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_5_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_5_Locus_44756_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_5_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_5_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_6_Locus_44756_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_6_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_6_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_6_Locus_44756_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_6_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_6_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_7_Locus_44756_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_7_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_7_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_7_Locus_44756_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_7_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_7_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_8_Locus_44756_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_8_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_8_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_8_Locus_44756_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_8_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_8_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_11_Locus_44756_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_11_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_11_Locus_44756_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_11_Locus_44756_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
CLocus_44756_Sample_11_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	156	288	8699	8831	2.14e-10	75
CLocus_44756_Sample_11_Locus_44756_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	179	253	7159	7233	7.71e-10	73.1
CLocus_44756_Sample_13_Locus_44756_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	174	288	3622	3508	2.14e-10	75
